2026-02-26 11:45:22 | app.utils.file_logger | INFO | File logging initialized → C:\Users\vivek.singh\OneDrive - AVEVA Solutions Limited\vivek_projects\invoice-poc\logs\logs_worker (run: 2026-02-26_06-15-22)
2026-02-26 11:45:22 | app.worker | INFO | Initializing worker services...
2026-02-26 11:45:22 | app.database.job_claimer | INFO | Database connection established
2026-02-26 11:45:22 | app.worker | INFO | ✓ Database connected
2026-02-26 11:45:22 | googleapiclient.discovery_cache | INFO | file_cache is only supported with oauth2client<4.0.0
2026-02-26 11:45:22 | app.services.drive_service | INFO | Google Drive service initialized
2026-02-26 11:45:22 | app.worker | INFO | ✓ Google Drive connected
2026-02-26 11:45:23 | app.extractors.llm_extractor | INFO | Initialized LLM extractor with model: llama-3.3-70b-versatile
2026-02-26 11:45:23 | app.worker | INFO | ✓ LLM extractor initialized
2026-02-26 11:45:23 | app.worker | INFO | ✓ Callback service initialized
2026-02-26 11:45:23 | app.worker | INFO | Worker initialization complete
2026-02-26 11:45:23 | app.main | INFO | FastAPI app started with background worker
2026-02-26 11:45:23 | app.worker | INFO | Worker worker-1 starting...
2026-02-26 11:45:23 | app.worker | INFO | Worker worker-1 polling every 5 seconds (max retries: 3)
2026-02-26 11:48:03 | app.database.job_claimer | INFO | Claimed job 99b8e66c-17f0-4b3e-8fd6-150cbb8071b8
2026-02-26 11:48:03 | app.worker | INFO | [99b8e66c-17f0-4b3e-8fd6-150cbb8071b8] Claimed job (attempt 1/4)
2026-02-26 11:48:03 | app.worker | INFO | [99b8e66c-17f0-4b3e-8fd6-150cbb8071b8] Downloading file 1svr6uoTSJp_OCZSxf_qTbzVuYGK9f-Hn
2026-02-26 11:48:03 | app.services.drive_service | INFO | Downloading file 1svr6uoTSJp_OCZSxf_qTbzVuYGK9f-Hn (Attempt 1/3)
2026-02-26 11:48:06 | app.services.drive_service | INFO | Downloaded 15362 bytes successfully
2026-02-26 11:48:06 | app.worker | INFO | [99b8e66c-17f0-4b3e-8fd6-150cbb8071b8] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:48:06 | app.worker | INFO | [99b8e66c-17f0-4b3e-8fd6-150cbb8071b8] Extracting text using pdf pipeline
2026-02-26 11:48:06 | app.worker | INFO | [99b8e66c-17f0-4b3e-8fd6-150cbb8071b8] Extracted 418 characters
2026-02-26 11:48:06 | app.worker | INFO | [99b8e66c-17f0-4b3e-8fd6-150cbb8071b8] Sending to Groq LLM
2026-02-26 11:48:06 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 418 characters
2026-02-26 11:48:07 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-26 11:48:07 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 21566
2026-02-26 11:48:07 | app.worker | INFO | [99b8e66c-17f0-4b3e-8fd6-150cbb8071b8] Successfully extracted invoice 21566
2026-02-26 11:48:07 | app.worker | INFO | [99b8e66c-17f0-4b3e-8fd6-150cbb8071b8] All validations passed
2026-02-26 11:48:07 | app.services.callback_service | INFO | Sending callback for job 99b8e66c-17f0-4b3e-8fd6-150cbb8071b8 to http://localhost:5247/api/callback
2026-02-26 11:48:08 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-26 11:48:08 | app.services.callback_service | INFO | Callback accepted for job 99b8e66c-17f0-4b3e-8fd6-150cbb8071b8
2026-02-26 11:48:08 | app.worker | INFO | [99b8e66c-17f0-4b3e-8fd6-150cbb8071b8]  Job completed successfully
2026-02-26 11:48:13 | app.database.job_claimer | INFO | Claimed job 65d5783c-cb1f-4559-ab6d-39eb465001cf
2026-02-26 11:48:13 | app.worker | INFO | [65d5783c-cb1f-4559-ab6d-39eb465001cf] Claimed job (attempt 1/4)
2026-02-26 11:48:13 | app.worker | INFO | [65d5783c-cb1f-4559-ab6d-39eb465001cf] Downloading file 1Jun95zoIogt-vGQUkRJEz7hxXmO8lpGB
2026-02-26 11:48:13 | app.services.drive_service | INFO | Downloading file 1Jun95zoIogt-vGQUkRJEz7hxXmO8lpGB (Attempt 1/3)
2026-02-26 11:48:14 | app.services.drive_service | INFO | Downloaded 15460 bytes successfully
2026-02-26 11:48:14 | app.worker | INFO | [65d5783c-cb1f-4559-ab6d-39eb465001cf] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:48:14 | app.worker | INFO | [65d5783c-cb1f-4559-ab6d-39eb465001cf] Extracting text using pdf pipeline
2026-02-26 11:48:14 | app.worker | INFO | [65d5783c-cb1f-4559-ab6d-39eb465001cf] Extracted 409 characters
2026-02-26 11:48:14 | app.worker | INFO | [65d5783c-cb1f-4559-ab6d-39eb465001cf] Sending to Groq LLM
2026-02-26 11:48:14 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 409 characters
2026-02-26 11:48:15 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-26 11:48:15 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 28863
2026-02-26 11:48:15 | app.worker | INFO | [65d5783c-cb1f-4559-ab6d-39eb465001cf] Successfully extracted invoice 28863
2026-02-26 11:48:15 | app.worker | INFO | [65d5783c-cb1f-4559-ab6d-39eb465001cf] All validations passed
2026-02-26 11:48:15 | app.services.callback_service | INFO | Sending callback for job 65d5783c-cb1f-4559-ab6d-39eb465001cf to http://localhost:5247/api/callback
2026-02-26 11:48:16 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-26 11:48:16 | app.services.callback_service | INFO | Callback accepted for job 65d5783c-cb1f-4559-ab6d-39eb465001cf
2026-02-26 11:48:16 | app.worker | INFO | [65d5783c-cb1f-4559-ab6d-39eb465001cf]  Job completed successfully
2026-02-26 11:48:21 | app.database.job_claimer | INFO | Claimed job 2f4ca571-548f-47b2-b562-7f34c37645a7
2026-02-26 11:48:21 | app.worker | INFO | [2f4ca571-548f-47b2-b562-7f34c37645a7] Claimed job (attempt 1/4)
2026-02-26 11:48:21 | app.worker | INFO | [2f4ca571-548f-47b2-b562-7f34c37645a7] Downloading file 1b8oENoO6lp7ZpB9eSGno6ccJx7imR12k
2026-02-26 11:48:21 | app.services.drive_service | INFO | Downloading file 1b8oENoO6lp7ZpB9eSGno6ccJx7imR12k (Attempt 1/3)
2026-02-26 11:48:22 | app.services.drive_service | INFO | Downloaded 14863 bytes successfully
2026-02-26 11:48:22 | app.worker | INFO | [2f4ca571-548f-47b2-b562-7f34c37645a7] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:48:22 | app.worker | INFO | [2f4ca571-548f-47b2-b562-7f34c37645a7] Extracting text using pdf pipeline
2026-02-26 11:48:22 | app.worker | INFO | [2f4ca571-548f-47b2-b562-7f34c37645a7] Extracted 422 characters
2026-02-26 11:48:22 | app.worker | INFO | [2f4ca571-548f-47b2-b562-7f34c37645a7] Sending to Groq LLM
2026-02-26 11:48:22 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 422 characters
2026-02-26 11:48:23 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-26 11:48:23 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 15665
2026-02-26 11:48:23 | app.worker | INFO | [2f4ca571-548f-47b2-b562-7f34c37645a7] Successfully extracted invoice 15665
2026-02-26 11:48:23 | app.worker | INFO | [2f4ca571-548f-47b2-b562-7f34c37645a7] All validations passed
2026-02-26 11:48:23 | app.services.callback_service | INFO | Sending callback for job 2f4ca571-548f-47b2-b562-7f34c37645a7 to http://localhost:5247/api/callback
2026-02-26 11:48:24 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-26 11:48:24 | app.services.callback_service | INFO | Callback accepted for job 2f4ca571-548f-47b2-b562-7f34c37645a7
2026-02-26 11:48:24 | app.worker | INFO | [2f4ca571-548f-47b2-b562-7f34c37645a7]  Job completed successfully
2026-02-26 11:48:29 | app.database.job_claimer | INFO | Claimed job c148141d-5510-4ddd-ae1e-65da13305ca4
2026-02-26 11:48:29 | app.worker | INFO | [c148141d-5510-4ddd-ae1e-65da13305ca4] Claimed job (attempt 1/4)
2026-02-26 11:48:29 | app.worker | INFO | [c148141d-5510-4ddd-ae1e-65da13305ca4] Downloading file 19I0r26WvLI_SXHp_DaE5Q5jCGDcSTgHA
2026-02-26 11:48:29 | app.services.drive_service | INFO | Downloading file 19I0r26WvLI_SXHp_DaE5Q5jCGDcSTgHA (Attempt 1/3)
2026-02-26 11:48:30 | app.services.drive_service | INFO | Downloaded 14847 bytes successfully
2026-02-26 11:48:30 | app.worker | INFO | [c148141d-5510-4ddd-ae1e-65da13305ca4] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:48:30 | app.worker | INFO | [c148141d-5510-4ddd-ae1e-65da13305ca4] Extracting text using pdf pipeline
2026-02-26 11:48:30 | app.worker | INFO | [c148141d-5510-4ddd-ae1e-65da13305ca4] Extracted 415 characters
2026-02-26 11:48:30 | app.worker | INFO | [c148141d-5510-4ddd-ae1e-65da13305ca4] Sending to Groq LLM
2026-02-26 11:48:30 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 415 characters
2026-02-26 11:48:31 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-26 11:48:31 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 18564
2026-02-26 11:48:31 | app.worker | INFO | [c148141d-5510-4ddd-ae1e-65da13305ca4] Successfully extracted invoice 18564
2026-02-26 11:48:31 | app.worker | INFO | [c148141d-5510-4ddd-ae1e-65da13305ca4] All validations passed
2026-02-26 11:48:31 | app.services.callback_service | INFO | Sending callback for job c148141d-5510-4ddd-ae1e-65da13305ca4 to http://localhost:5247/api/callback
2026-02-26 11:48:32 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-26 11:48:32 | app.services.callback_service | INFO | Callback accepted for job c148141d-5510-4ddd-ae1e-65da13305ca4
2026-02-26 11:48:32 | app.worker | INFO | [c148141d-5510-4ddd-ae1e-65da13305ca4]  Job completed successfully
2026-02-26 11:51:47 | app.database.job_claimer | INFO | Claimed job 3283882b-0a42-4310-aab4-013a0e5220e8
2026-02-26 11:51:47 | app.worker | INFO | [3283882b-0a42-4310-aab4-013a0e5220e8] Claimed job (attempt 1/4)
2026-02-26 11:51:47 | app.worker | INFO | [3283882b-0a42-4310-aab4-013a0e5220e8] Downloading file 15U0ZV3B_Fvy-sM5KP5Z-1rWbhKVkUgse
2026-02-26 11:51:47 | app.services.drive_service | INFO | Downloading file 15U0ZV3B_Fvy-sM5KP5Z-1rWbhKVkUgse (Attempt 1/3)
2026-02-26 11:51:49 | app.services.drive_service | INFO | Downloaded 15332 bytes successfully
2026-02-26 11:51:49 | app.worker | INFO | [3283882b-0a42-4310-aab4-013a0e5220e8] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:51:49 | app.worker | INFO | [3283882b-0a42-4310-aab4-013a0e5220e8] Extracting text using pdf pipeline
2026-02-26 11:51:49 | app.worker | INFO | [3283882b-0a42-4310-aab4-013a0e5220e8] Extracted 417 characters
2026-02-26 11:51:49 | app.worker | INFO | [3283882b-0a42-4310-aab4-013a0e5220e8] Sending to Groq LLM
2026-02-26 11:51:49 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 417 characters
2026-02-26 11:51:49 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-26 11:51:49 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 31901
2026-02-26 11:51:49 | app.worker | INFO | [3283882b-0a42-4310-aab4-013a0e5220e8] Successfully extracted invoice 31901
2026-02-26 11:51:49 | app.worker | INFO | [3283882b-0a42-4310-aab4-013a0e5220e8] All validations passed
2026-02-26 11:51:49 | app.services.callback_service | INFO | Sending callback for job 3283882b-0a42-4310-aab4-013a0e5220e8 to http://localhost:5247/api/callback
2026-02-26 11:51:50 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-26 11:51:50 | app.services.callback_service | INFO | Callback accepted for job 3283882b-0a42-4310-aab4-013a0e5220e8
2026-02-26 11:51:50 | app.worker | INFO | [3283882b-0a42-4310-aab4-013a0e5220e8]  Job completed successfully
2026-02-26 11:51:55 | app.database.job_claimer | INFO | Claimed job bc0ac735-2c5e-4ef4-8d66-bb4fe8788688
2026-02-26 11:51:55 | app.worker | INFO | [bc0ac735-2c5e-4ef4-8d66-bb4fe8788688] Claimed job (attempt 1/4)
2026-02-26 11:51:55 | app.worker | INFO | [bc0ac735-2c5e-4ef4-8d66-bb4fe8788688] Downloading file 1LV4SbawFOWzcGlh0FAkfj6vrBiJXTgjr
2026-02-26 11:51:55 | app.services.drive_service | INFO | Downloading file 1LV4SbawFOWzcGlh0FAkfj6vrBiJXTgjr (Attempt 1/3)
2026-02-26 11:51:57 | app.services.drive_service | INFO | Downloaded 15433 bytes successfully
2026-02-26 11:51:57 | app.worker | INFO | [bc0ac735-2c5e-4ef4-8d66-bb4fe8788688] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:51:57 | app.worker | INFO | [bc0ac735-2c5e-4ef4-8d66-bb4fe8788688] Extracting text using pdf pipeline
2026-02-26 11:51:57 | app.worker | INFO | [bc0ac735-2c5e-4ef4-8d66-bb4fe8788688] Extracted 399 characters
2026-02-26 11:51:57 | app.worker | INFO | [bc0ac735-2c5e-4ef4-8d66-bb4fe8788688] Sending to Groq LLM
2026-02-26 11:51:57 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 399 characters
2026-02-26 11:52:00 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-26 11:52:00 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 31903
2026-02-26 11:52:00 | app.worker | INFO | [bc0ac735-2c5e-4ef4-8d66-bb4fe8788688] Successfully extracted invoice 31903
2026-02-26 11:52:00 | app.worker | INFO | [bc0ac735-2c5e-4ef4-8d66-bb4fe8788688] All validations passed
2026-02-26 11:52:00 | app.services.callback_service | INFO | Sending callback for job bc0ac735-2c5e-4ef4-8d66-bb4fe8788688 to http://localhost:5247/api/callback
2026-02-26 11:52:01 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-26 11:52:01 | app.services.callback_service | INFO | Callback accepted for job bc0ac735-2c5e-4ef4-8d66-bb4fe8788688
2026-02-26 11:52:01 | app.worker | INFO | [bc0ac735-2c5e-4ef4-8d66-bb4fe8788688]  Job completed successfully
2026-02-26 11:52:06 | app.database.job_claimer | INFO | Claimed job 939d7044-0069-44aa-a7b1-815032827292
2026-02-26 11:52:06 | app.worker | INFO | [939d7044-0069-44aa-a7b1-815032827292] Claimed job (attempt 1/4)
2026-02-26 11:52:06 | app.worker | INFO | [939d7044-0069-44aa-a7b1-815032827292] Downloading file 1VaOMgYONY8d-7jKiCpkSogKTzm40XNce
2026-02-26 11:52:06 | app.services.drive_service | INFO | Downloading file 1VaOMgYONY8d-7jKiCpkSogKTzm40XNce (Attempt 1/3)
2026-02-26 11:52:07 | app.services.drive_service | INFO | Downloaded 15305 bytes successfully
2026-02-26 11:52:07 | app.worker | INFO | [939d7044-0069-44aa-a7b1-815032827292] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:52:07 | app.worker | INFO | [939d7044-0069-44aa-a7b1-815032827292] Extracting text using pdf pipeline
2026-02-26 11:52:07 | app.worker | INFO | [939d7044-0069-44aa-a7b1-815032827292] Extracted 447 characters
2026-02-26 11:52:07 | app.worker | INFO | [939d7044-0069-44aa-a7b1-815032827292] Sending to Groq LLM
2026-02-26 11:52:07 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 447 characters
2026-02-26 11:52:08 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-26 11:52:08 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 31900
2026-02-26 11:52:08 | app.worker | INFO | [939d7044-0069-44aa-a7b1-815032827292] Successfully extracted invoice 31900
2026-02-26 11:52:08 | app.worker | INFO | [939d7044-0069-44aa-a7b1-815032827292] All validations passed
2026-02-26 11:52:08 | app.services.callback_service | INFO | Sending callback for job 939d7044-0069-44aa-a7b1-815032827292 to http://localhost:5247/api/callback
2026-02-26 11:52:09 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-26 11:52:09 | app.services.callback_service | INFO | Callback accepted for job 939d7044-0069-44aa-a7b1-815032827292
2026-02-26 11:52:09 | app.worker | INFO | [939d7044-0069-44aa-a7b1-815032827292]  Job completed successfully
2026-02-26 11:52:14 | app.database.job_claimer | INFO | Claimed job 3db67e42-cf37-4436-8e85-726b1e369d45
2026-02-26 11:52:14 | app.worker | INFO | [3db67e42-cf37-4436-8e85-726b1e369d45] Claimed job (attempt 1/4)
2026-02-26 11:52:14 | app.worker | INFO | [3db67e42-cf37-4436-8e85-726b1e369d45] Downloading file 18gGMKeWdszERobCSrCafCNeE-r_JYuW_
2026-02-26 11:52:14 | app.services.drive_service | INFO | Downloading file 18gGMKeWdszERobCSrCafCNeE-r_JYuW_ (Attempt 1/3)
2026-02-26 11:52:15 | app.services.drive_service | INFO | Downloaded 15497 bytes successfully
2026-02-26 11:52:15 | app.worker | INFO | [3db67e42-cf37-4436-8e85-726b1e369d45] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:52:15 | app.worker | INFO | [3db67e42-cf37-4436-8e85-726b1e369d45] Extracting text using pdf pipeline
2026-02-26 11:52:15 | app.worker | INFO | [3db67e42-cf37-4436-8e85-726b1e369d45] Extracted 424 characters
2026-02-26 11:52:15 | app.worker | INFO | [3db67e42-cf37-4436-8e85-726b1e369d45] Sending to Groq LLM
2026-02-26 11:52:15 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 424 characters
2026-02-26 11:52:16 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-26 11:52:16 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 31902
2026-02-26 11:52:16 | app.worker | INFO | [3db67e42-cf37-4436-8e85-726b1e369d45] Successfully extracted invoice 31902
2026-02-26 11:52:16 | app.worker | INFO | [3db67e42-cf37-4436-8e85-726b1e369d45] All validations passed
2026-02-26 11:52:16 | app.services.callback_service | INFO | Sending callback for job 3db67e42-cf37-4436-8e85-726b1e369d45 to http://localhost:5247/api/callback
2026-02-26 11:52:16 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-26 11:52:16 | app.services.callback_service | INFO | Callback accepted for job 3db67e42-cf37-4436-8e85-726b1e369d45
2026-02-26 11:52:16 | app.worker | INFO | [3db67e42-cf37-4436-8e85-726b1e369d45]  Job completed successfully
2026-02-26 11:53:47 | app.database.job_claimer | INFO | Claimed job a55c3a05-bcdf-44af-9227-3d140718f09d
2026-02-26 11:53:47 | app.worker | INFO | [a55c3a05-bcdf-44af-9227-3d140718f09d] Claimed job (attempt 1/4)
2026-02-26 11:53:47 | app.worker | INFO | [a55c3a05-bcdf-44af-9227-3d140718f09d] Downloading file 1Tb8KG3-MF1Q9e9rwYHhCGmKVEiHbtXLa
2026-02-26 11:53:47 | app.services.drive_service | INFO | Downloading file 1Tb8KG3-MF1Q9e9rwYHhCGmKVEiHbtXLa (Attempt 1/3)
2026-02-26 11:53:48 | app.services.drive_service | INFO | Downloaded 14776 bytes successfully
2026-02-26 11:53:48 | app.worker | INFO | [a55c3a05-bcdf-44af-9227-3d140718f09d] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:53:48 | app.worker | INFO | [a55c3a05-bcdf-44af-9227-3d140718f09d] Extracting text using pdf pipeline
2026-02-26 11:53:48 | app.worker | INFO | [a55c3a05-bcdf-44af-9227-3d140718f09d] Extracted 422 characters
2026-02-26 11:53:48 | app.worker | INFO | [a55c3a05-bcdf-44af-9227-3d140718f09d] Sending to Groq LLM
2026-02-26 11:53:48 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 422 characters
2026-02-26 11:53:49 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-26 11:53:49 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 15218
2026-02-26 11:53:49 | app.worker | INFO | [a55c3a05-bcdf-44af-9227-3d140718f09d] Successfully extracted invoice 15218
2026-02-26 11:53:49 | app.worker | INFO | [a55c3a05-bcdf-44af-9227-3d140718f09d] All validations passed
2026-02-26 11:53:49 | app.services.callback_service | INFO | Sending callback for job a55c3a05-bcdf-44af-9227-3d140718f09d to http://localhost:5247/api/callback
2026-02-26 11:53:49 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-26 11:53:49 | app.services.callback_service | INFO | Callback accepted for job a55c3a05-bcdf-44af-9227-3d140718f09d
2026-02-26 11:53:49 | app.worker | INFO | [a55c3a05-bcdf-44af-9227-3d140718f09d]  Job completed successfully
2026-02-26 11:53:54 | app.database.job_claimer | INFO | Claimed job 7a044ad3-d9b0-41c5-9932-9e265cdf065a
2026-02-26 11:53:54 | app.worker | INFO | [7a044ad3-d9b0-41c5-9932-9e265cdf065a] Claimed job (attempt 1/4)
2026-02-26 11:53:54 | app.worker | INFO | [7a044ad3-d9b0-41c5-9932-9e265cdf065a] Downloading file 14AgoxQXXp5--tH_Y0dplQHRsYUpQw7x2
2026-02-26 11:53:54 | app.services.drive_service | INFO | Downloading file 14AgoxQXXp5--tH_Y0dplQHRsYUpQw7x2 (Attempt 1/3)
2026-02-26 11:53:55 | app.services.drive_service | INFO | Downloaded 14907 bytes successfully
2026-02-26 11:53:55 | app.worker | INFO | [7a044ad3-d9b0-41c5-9932-9e265cdf065a] MIME: detected=application/pdf, expected=application/pdf
2026-02-26 11:53:55 | app.worker | INFO | [7a044ad3-d9b0-41c5-9932-9e265cdf065a] Extracting text using pdf pipeline
2026-02-26 11:53:55 | app.worker | INFO | [7a044ad3-d9b0-41c5-9932-9e265cdf065a] Extracted 407 characters
2026-02-26 11:53:55 | app.worker | INFO | [7a044ad3-d9b0-41c5-9932-9e265cdf065a] Sending to Groq LLM
2026-02-26 11:53:55 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 407 characters
