2026-02-25 21:01:16 | app.utils.file_logger | INFO | File logging initialized → C:\Users\vivek.singh\OneDrive - AVEVA Solutions Limited\vivek_projects\invoice-poc\logs\logs_worker (run: 2026-02-25_15-31-16)
2026-02-25 21:01:16 | app.worker | INFO | Initializing worker services...
2026-02-25 21:01:16 | app.database.job_claimer | INFO | Database connection established
2026-02-25 21:01:16 | app.worker | INFO | ✓ Database connected
2026-02-25 21:01:16 | googleapiclient.discovery_cache | INFO | file_cache is only supported with oauth2client<4.0.0
2026-02-25 21:01:16 | app.services.drive_service | INFO | Google Drive service initialized
2026-02-25 21:01:16 | app.worker | INFO | ✓ Google Drive connected
2026-02-25 21:01:17 | app.extractors.llm_extractor | INFO | Initialized LLM extractor with model: llama-3.3-70b-versatile
2026-02-25 21:01:17 | app.worker | INFO | ✓ LLM extractor initialized
2026-02-25 21:01:17 | app.worker | INFO | ✓ Callback service initialized
2026-02-25 21:01:17 | app.worker | INFO | Worker initialization complete
2026-02-25 21:01:17 | app.main | INFO | FastAPI app started with background worker
2026-02-25 21:01:17 | app.worker | INFO | Worker worker-1 starting...
2026-02-25 21:01:17 | app.worker | INFO | Worker worker-1 polling every 5 seconds (max retries: 3)
2026-02-25 21:01:47 | app.database.job_claimer | INFO | Claimed job 7bae606f-84ef-4a52-a29e-1961196d85b9
2026-02-25 21:01:47 | app.worker | INFO | [7bae606f-84ef-4a52-a29e-1961196d85b9] Claimed job (attempt 3/4)
2026-02-25 21:01:47 | app.worker | INFO | [7bae606f-84ef-4a52-a29e-1961196d85b9] Downloading file 1gFUzevDl11oXJFPD_CeP5ob9PRYYwjDq
2026-02-25 21:01:47 | app.services.drive_service | INFO | Downloading file 1gFUzevDl11oXJFPD_CeP5ob9PRYYwjDq (Attempt 1/3)
2026-02-25 21:01:51 | app.services.drive_service | INFO | Downloaded 7478 bytes successfully
2026-02-25 21:01:51 | app.worker | INFO | [7bae606f-84ef-4a52-a29e-1961196d85b9] MIME: detected=application/pdf, expected=application/pdf
2026-02-25 21:01:51 | app.worker | INFO | [7bae606f-84ef-4a52-a29e-1961196d85b9] Extracting text using pdf pipeline
2026-02-25 21:01:51 | app.worker | INFO | [7bae606f-84ef-4a52-a29e-1961196d85b9] Extracted 18 characters
2026-02-25 21:01:51 | app.worker | INFO | [7bae606f-84ef-4a52-a29e-1961196d85b9] Sending to Groq LLM
2026-02-25 21:01:51 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 18 characters
2026-02-25 21:01:52 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-25 21:01:52 | app.worker | INFO | [7bae606f-84ef-4a52-a29e-1961196d85b9] ✓ Retry scheduled: attempt 3, next at 2026-02-25T15:39:52.981771+00:00
2026-02-25 21:03:08 | app.database.job_claimer | INFO | Claimed job 5deb46ed-2d73-4bfa-a204-4d6c6077ae76
2026-02-25 21:03:08 | app.worker | INFO | [5deb46ed-2d73-4bfa-a204-4d6c6077ae76] Claimed job (attempt 1/4)
2026-02-25 21:03:08 | app.worker | INFO | [5deb46ed-2d73-4bfa-a204-4d6c6077ae76] Downloading file 16DgxvindzWoXXwZQI7rlD2sFaFn0xXMm
2026-02-25 21:03:08 | app.services.drive_service | INFO | Downloading file 16DgxvindzWoXXwZQI7rlD2sFaFn0xXMm (Attempt 1/3)
2026-02-25 21:03:09 | app.services.drive_service | INFO | Downloaded 15315 bytes successfully
2026-02-25 21:03:09 | app.worker | INFO | [5deb46ed-2d73-4bfa-a204-4d6c6077ae76] MIME: detected=application/pdf, expected=application/pdf
2026-02-25 21:03:09 | app.worker | INFO | [5deb46ed-2d73-4bfa-a204-4d6c6077ae76] Extracting text using pdf pipeline
2026-02-25 21:03:09 | app.worker | INFO | [5deb46ed-2d73-4bfa-a204-4d6c6077ae76] Extracted 412 characters
2026-02-25 21:03:09 | app.worker | INFO | [5deb46ed-2d73-4bfa-a204-4d6c6077ae76] Sending to Groq LLM
2026-02-25 21:03:09 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 412 characters
2026-02-25 21:03:11 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-25 21:03:11 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 9480
2026-02-25 21:03:11 | app.worker | INFO | [5deb46ed-2d73-4bfa-a204-4d6c6077ae76] Successfully extracted invoice 9480
2026-02-25 21:03:11 | app.worker | INFO | [5deb46ed-2d73-4bfa-a204-4d6c6077ae76] All validations passed
2026-02-25 21:03:11 | app.services.callback_service | INFO | Sending callback for job 5deb46ed-2d73-4bfa-a204-4d6c6077ae76 to http://localhost:5247/api/callback
2026-02-25 21:03:12 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-25 21:03:12 | app.services.callback_service | INFO | Callback accepted for job 5deb46ed-2d73-4bfa-a204-4d6c6077ae76
2026-02-25 21:03:12 | app.worker | INFO | [5deb46ed-2d73-4bfa-a204-4d6c6077ae76]  Job completed successfully
2026-02-25 21:05:54 | app.main | INFO | FastAPI app stopped
