2026-02-24 14:20:02 | app.utils.file_logger | INFO | File logging initialized → C:\Users\vivek.singh\OneDrive - AVEVA Solutions Limited\vivek_projects\invoice-poc\logs\logs_worker (run: 2026-02-24_08-50-02)
2026-02-24 14:20:02 | app.worker | INFO | Initializing worker services...
2026-02-24 14:20:02 | app.database.job_claimer | INFO | Database connection established
2026-02-24 14:20:02 | app.worker | INFO | ✓ Database connected
2026-02-24 14:20:02 | googleapiclient.discovery_cache | INFO | file_cache is only supported with oauth2client<4.0.0
2026-02-24 14:20:02 | app.services.drive_service | INFO | Google Drive service initialized
2026-02-24 14:20:03 | app.worker | INFO | ✓ Google Drive connected
2026-02-24 14:20:03 | app.extractors.llm_extractor | INFO | Initialized LLM extractor with model: llama-3.3-70b-versatile
2026-02-24 14:20:03 | app.worker | INFO | ✓ LLM extractor initialized
2026-02-24 14:20:03 | app.worker | INFO | ✓ Callback service initialized
2026-02-24 14:20:03 | app.worker | INFO | Worker initialization complete
2026-02-24 14:20:03 | app.main | INFO | FastAPI app started with background worker
2026-02-24 14:20:03 | app.worker | INFO | Worker worker-1 starting...
2026-02-24 14:20:03 | app.worker | INFO | Worker worker-1 polling every 5 seconds (max retries: 3)
2026-02-24 14:22:53 | app.database.job_claimer | INFO | Claimed job 4c345249-2034-4226-a1be-9efc26387b89
2026-02-24 14:22:53 | app.worker | INFO | [4c345249-2034-4226-a1be-9efc26387b89] Claimed job (attempt 1/4)
2026-02-24 14:22:53 | app.worker | INFO | [4c345249-2034-4226-a1be-9efc26387b89] Downloading file 1vMfxRWwjwZZTfPzeQsx59JvXyOVc1owi
2026-02-24 14:22:53 | app.services.drive_service | INFO | Downloading file 1vMfxRWwjwZZTfPzeQsx59JvXyOVc1owi (Attempt 1/3)
2026-02-24 14:22:56 | app.services.drive_service | INFO | Downloaded 14709 bytes successfully
2026-02-24 14:22:56 | app.worker | INFO | [4c345249-2034-4226-a1be-9efc26387b89] MIME: detected=application/pdf, expected=application/pdf
2026-02-24 14:22:56 | app.worker | INFO | [4c345249-2034-4226-a1be-9efc26387b89] Extracting text using pdf pipeline
2026-02-24 14:22:56 | app.worker | INFO | [4c345249-2034-4226-a1be-9efc26387b89] Extracted 403 characters
2026-02-24 14:22:56 | app.worker | INFO | [4c345249-2034-4226-a1be-9efc26387b89] Sending to Groq LLM
2026-02-24 14:22:56 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 403 characters
2026-02-24 14:22:57 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-24 14:22:57 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 16794
2026-02-24 14:22:57 | app.worker | INFO | [4c345249-2034-4226-a1be-9efc26387b89] Successfully extracted invoice 16794
2026-02-24 14:22:57 | app.worker | INFO | [4c345249-2034-4226-a1be-9efc26387b89] All validations passed
2026-02-24 14:22:57 | app.services.callback_service | INFO | Sending callback for job 4c345249-2034-4226-a1be-9efc26387b89 to http://localhost:5247/api/callback
2026-02-24 14:22:58 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-24 14:22:58 | app.services.callback_service | INFO | Callback accepted for job 4c345249-2034-4226-a1be-9efc26387b89
2026-02-24 14:22:58 | app.worker | INFO | [4c345249-2034-4226-a1be-9efc26387b89]  Job completed successfully
2026-02-24 14:24:21 | app.main | INFO | FastAPI app stopped
