2026-02-25 17:58:53 | app.utils.file_logger | INFO | File logging initialized → C:\Users\vivek.singh\OneDrive - AVEVA Solutions Limited\vivek_projects\invoice-poc\logs\logs_worker (run: 2026-02-25_12-28-53)
2026-02-25 17:58:53 | app.worker | INFO | Initializing worker services...
2026-02-25 17:58:53 | app.database.job_claimer | INFO | Database connection established
2026-02-25 17:58:53 | app.worker | INFO | ✓ Database connected
2026-02-25 17:58:53 | googleapiclient.discovery_cache | INFO | file_cache is only supported with oauth2client<4.0.0
2026-02-25 17:58:53 | app.services.drive_service | INFO | Google Drive service initialized
2026-02-25 17:58:53 | app.worker | INFO | ✓ Google Drive connected
2026-02-25 17:58:54 | app.extractors.llm_extractor | INFO | Initialized LLM extractor with model: llama-3.3-70b-versatile
2026-02-25 17:58:54 | app.worker | INFO | ✓ LLM extractor initialized
2026-02-25 17:58:54 | app.worker | INFO | ✓ Callback service initialized
2026-02-25 17:58:54 | app.worker | INFO | Worker initialization complete
2026-02-25 17:58:54 | app.main | INFO | FastAPI app started with background worker
2026-02-25 17:58:54 | app.worker | INFO | Worker worker-1 starting...
2026-02-25 17:58:54 | app.worker | INFO | Worker worker-1 polling every 5 seconds (max retries: 3)
2026-02-25 18:02:39 | app.database.job_claimer | INFO | Claimed job b3bf400b-2405-4dd2-bfdc-43a28e7afe10
2026-02-25 18:02:39 | app.worker | INFO | [b3bf400b-2405-4dd2-bfdc-43a28e7afe10] Claimed job (attempt 1/4)
2026-02-25 18:02:39 | app.worker | INFO | [b3bf400b-2405-4dd2-bfdc-43a28e7afe10] Downloading file 1AL5dKPw9K388Cle2z5X_uS6UWvseNrNG
2026-02-25 18:02:39 | app.services.drive_service | INFO | Downloading file 1AL5dKPw9K388Cle2z5X_uS6UWvseNrNG (Attempt 1/3)
2026-02-25 18:02:44 | app.services.drive_service | INFO | Downloaded 14466 bytes successfully
2026-02-25 18:02:44 | app.worker | INFO | [b3bf400b-2405-4dd2-bfdc-43a28e7afe10] MIME: detected=application/pdf, expected=application/pdf
2026-02-25 18:02:44 | app.worker | INFO | [b3bf400b-2405-4dd2-bfdc-43a28e7afe10] Extracting text using pdf pipeline
2026-02-25 18:02:44 | app.worker | INFO | [b3bf400b-2405-4dd2-bfdc-43a28e7afe10] Extracted 384 characters
2026-02-25 18:02:44 | app.worker | INFO | [b3bf400b-2405-4dd2-bfdc-43a28e7afe10] Sending to Groq LLM
2026-02-25 18:02:44 | app.extractors.llm_extractor | INFO | Calling Groq Llama API with 384 characters
2026-02-25 18:02:46 | httpx | INFO | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-02-25 18:02:46 | app.extractors.llm_extractor | INFO | Successfully extracted invoice 17042
2026-02-25 18:02:46 | app.worker | INFO | [b3bf400b-2405-4dd2-bfdc-43a28e7afe10] Successfully extracted invoice 17042
2026-02-25 18:02:46 | app.worker | INFO | [b3bf400b-2405-4dd2-bfdc-43a28e7afe10] All validations passed
2026-02-25 18:02:46 | app.services.callback_service | INFO | Sending callback for job b3bf400b-2405-4dd2-bfdc-43a28e7afe10 to http://localhost:5247/api/callback
2026-02-25 18:02:46 | httpx | INFO | HTTP Request: POST http://localhost:5247/api/callback "HTTP/1.1 200 OK"
2026-02-25 18:02:46 | app.services.callback_service | INFO | Callback accepted for job b3bf400b-2405-4dd2-bfdc-43a28e7afe10
2026-02-25 18:02:46 | app.worker | INFO | [b3bf400b-2405-4dd2-bfdc-43a28e7afe10]  Job completed successfully
2026-02-25 18:33:53 | app.main | INFO | FastAPI app stopped
